gameId,gameDate,personId,teamTricode,priorGames,finishing,shooting,playmaking,defense,rebounding,physical
22400321,2024-12-04,2544,LAL,21,61.44142262965792,44.53857129706343,78.89946260635917,22.467532467532468,70.29220779220779,87.3
22400334,2024-12-06,2544,LAL,22,66.00895923547859,46.21948985243783,79.22972972972974,18.972972972972972,68.08108108108108,87.3
22401220,2024-12-15,2544,LAL,23,65.82279452391184,48.93306213017752,79.45360195360196,21.64835164835165,67.71978021978023,87.3
22400372,2024-12-19,2544,LAL,24,64.35479230354254,49.2099626693164,79.89371325192221,24.686567164179102,67.98507462686567,87.3
22400376,2024-12-21,2544,LAL,25,62.62636872930991,46.8331993695142,80.66664892484565,25.876623376623375,68.55519480519482,87.3
22400404,2024-12-23,2544,LAL,26,64.8463768115942,44.25804533630621,79.76419413919415,28.64,67.64,87.3
22400408,2024-12-25,2544,LAL,27,63.98526431849335,45.18170207242917,79.35570504797664,25.886524822695034,71.31205673758865,87.3
22400454,2024-12-31,2544,LAL,28,64.75833984296759,44.46978649453823,79.96996753246754,28.0,65.09375,87.3
22400468,2025-01-02,2544,LAL,29,69.41488837959427,51.01335866041749,80.2364864864865,28.44155844155844,67.72727272727273,87.3
22400477,2025-01-03,2544,LAL,30,66.37869376999812,55.26479570657653,80.35795335354807,25.627705627705627,63.87445887445888,87.3
22400491,2025-01-05,2544,LAL,31,72.45033112582782,56.300400955084015,80.27312324992222,28.410596026490065,63.278145695364245,87.3
22400504,2025-01-07,2544,LAL,32,68.60435557721203,58.50889238073965,82.42378292098962,26.592178770949722,66.03351955307262,87.3
22400552,2025-01-13,2544,LAL,33,69.288824383164,58.844412640925285,82.07026399070625,25.345911949685537,65.62893081761007,87.3
22400570,2025-01-15,2544,LAL,34,70.88068725366395,59.712214557212235,81.78481955882164,24.09252669039146,65.2491103202847,87.3
22400585,2025-01-17,2544,LAL,35,72.29047061665088,59.38710115938088,80.99430905068917,25.36480686695279,63.43347639484978,87.3
22400596,2025-01-19,2544,LAL,36,73.32290362953692,62.13903743315508,81.6825849300576,27.925531914893618,64.7872340425532,87.3
22400610,2025-01-21,2544,LAL,37,70.69852941176471,65.09632922936616,83.03014144589133,34.705882352941174,65.0,87.3
22400629,2025-01-23,2544,LAL,38,71.53205784822654,61.96825934037981,80.3262117065419,29.253112033195023,63.81742738589212,87.3
22400644,2025-01-25,2544,LAL,39,69.50522476492405,59.7620283909603,81.11199550519711,30.718232044198896,65.35911602209944,87.3
22400648,2025-01-27,2544,LAL,40,67.58507087875795,57.88125184875531,83.07982517626685,31.867088607594933,64.27215189873418,87.3
22400660,2025-01-28,2544,LAL,41,70.3809523809524,60.22268907563025,82.72408963585436,30.857142857142854,67.28571428571428,87.3
22400674,2025-01-30,2544,LAL,42,68.32089552238807,57.086319688615326,84.27167597128859,31.492537313432834,63.3955223880597,87.3
22400692,2025-02-01,2544,LAL,43,69.78650137741046,58.15520436718824,81.85601701712174,31.157024793388427,64.15289256198348,87.3
22400715,2025-02-04,2544,LAL,44,71.01604278074866,58.085731188837606,80.94811388929035,29.62566844919786,64.94652406417113,87.3
22400731,2025-02-06,2544,LAL,45,73.43944099378882,58.49047691438995,81.7513169274314,26.83229813664596,63.22981366459628,87.3
22400768,2025-02-10,2544,LAL,46,74.28709772675289,59.839896214896214,81.55656931586087,33.9080459770115,65.55555555555556,87.3
